fold,clock,strategy,weight_bucket,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2
otf_02,batch_missing,clock_blend,q90_q99,27104,108703.32953453064,36185.59734609938,36286.33256511502,0.0027761201503314625
otf_02,batch_missing,clock_blend,q99_q100,3872,21331.52445602417,11159.016371418791,11231.27257488103,0.006433483203305168
otf_02,batch_missing,clock_weight_blend,q00_q50,171336,216299.14267969131,141352.28874073125,141727.5122617768,0.002647499522552166
otf_02,batch_missing,clock_weight_blend,q50_q90,174240,452506.0334863663,220949.57495514257,221346.52114485338,0.0017933247274802833
otf_02,batch_missing,clock_weight_blend,q90_q99,27104,108703.32953453064,36185.59734609938,36286.33256511502,0.0027761201503314625
otf_02,batch_missing,clock_weight_blend,q99_q100,3872,21331.52445602417,11159.016371418791,11231.27257488103,0.006433483203305168
otf_02,batch_missing,clock_weight_abs_blend,q00_q50,171336,216299.14267969131,141350.68680373972,141727.5122617768,0.002658802458488596
otf_02,batch_missing,clock_weight_abs_blend,q50_q90,174240,452506.0334863663,220952.52453990272,221346.52114485338,0.0017799990842992663
otf_02,batch_missing,clock_weight_abs_blend,q90_q99,27104,108703.32953453064,36185.573816952114,36286.33256511502,0.0027767685803490316
otf_02,batch_missing,clock_weight_abs_blend,q99_q100,3872,21331.52445602417,11158.439003315232,11231.27257488103,0.006484890387994935
otf_02,batch_missing,clock_weight_disagreement_blend,q00_q50,171336,216299.14267969131,141349.49069016048,141727.5122617768,0.002667241988401625
otf_02,batch_missing,clock_weight_disagreement_blend,q50_q90,174240,452506.0334863663,220953.14330952734,221346.52114485338,0.0017772036049692463
otf_02,batch_missing,clock_weight_disagreement_blend,q90_q99,27104,108703.32953453064,36185.59734609938,36286.33256511502,0.0027761201503314625
otf_02,batch_missing,clock_weight_disagreement_blend,q99_q100,3872,21331.52445602417,11158.18528150706,11231.27257488103,0.006507481043370955
otf_02,batch_missing,clock_weight_delta_blend,q00_q50,171336,216299.14267969131,141351.19431609134,141727.5122617768,0.002655221556351006
