fold,candidate,family,rows,weight_sum,numerator,denominator,weighted_zero_mean_r2,target_name
rw_02,pls_rank_k8__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,21829,61418.891119003296,160485.31446316553,186323.34033714625,0.13867304991005214,sq_error
rw_02,pls_rank_k8__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,21829,61418.891119003296,3228.279916129317,3632.0659435987473,0.11117254855492753,high_error
rw_03,ridge_rank_alpha10000__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,22303,49300.97007280588,15855.494516150258,29128.46092713793,0.45567002129596657,abs_responder6
rw_03,ridge_rank_alpha10000__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,22303,49300.97007280588,196263.4220854636,222940.5272397574,0.11966018688744007,sq_responder6
rw_03,ridge_rank_alpha10000__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,22303,49300.97007280588,15795.837498613804,29083.97400230783,0.4568886116677041,abs_error
rw_03,ridge_rank_alpha10000__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,22303,49300.97007280588,194350.11720410793,220973.01191854104,0.1204802997582678,sq_error
rw_03,ridge_rank_alpha10000__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,22303,49300.97007280588,3440.9774917436616,4028.216144144535,0.14578131644065095,high_error
rw_03,pls_rank_k8__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,22303,49300.97007280588,15855.494516150258,29128.46092713793,0.45567002129596657,abs_responder6
rw_03,pls_rank_k8__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,22303,49300.97007280588,196263.4220854636,222940.5272397574,0.11966018688744007,sq_responder6
rw_03,pls_rank_k8__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,22303,49300.97007280588,15823.560403586069,29152.600302616265,0.4572161577584555,abs_error
rw_03,pls_rank_k8__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,22303,49300.97007280588,195152.49975927136,221879.32128018787,0.12045656786179748,sq_error
rw_03,pls_rank_k8__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,22303,49300.97007280588,3447.886451827386,4034.5783076286316,0.1454159049762206,high_error
rw_04,ridge_rank_alpha10000__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,22206,59943.280798614025,22468.305894103425,44480.897501862346,0.4948774157903916,abs_responder6
rw_04,ridge_rank_alpha10000__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,22206,59943.280798614025,267995.7322114585,318316.7651677638,0.15808477109204222,sq_responder6
rw_04,ridge_rank_alpha10000__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,22206,59943.280798614025,22425.038084058826,44419.61679533849,0.4951546253228333,abs_error
rw_04,ridge_rank_alpha10000__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,22206,59943.280798614025,268186.7302649113,318375.59224074776,0.1576404196772876,sq_error
rw_04,ridge_rank_alpha10000__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,22206,59943.280798614025,6160.246587491731,7658.884576797485,0.195673139381923,high_error
rw_04,pls_rank_k8__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,22206,59943.280798614025,22468.305894103425,44480.897501862346,0.4948774157903916,abs_responder6
rw_04,pls_rank_k8__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,22206,59943.280798614025,267995.7322114585,318316.7651677638,0.15808477109204222,sq_responder6
rw_04,pls_rank_k8__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,22206,59943.280798614025,22440.50296693684,44406.08833929402,0.4946525621559936,abs_error
rw_04,pls_rank_k8__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,22206,59943.280798614025,268512.1670384354,318650.1905193048,0.15734502904002456,sq_error
rw_04,pls_rank_k8__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,22206,59943.280798614025,6169.502132480346,7660.8667821884155,0.19467309537029232,high_error
rw_05,ridge_rank_alpha10000__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,22361,46397.88816070557,12581.054609250026,25469.481696128394,0.5060341329536178,abs_responder6
rw_05,ridge_rank_alpha10000__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,22361,46397.88816070557,121708.5540640213,144170.61218109913,0.15580191952616695,sq_responder6
rw_05,ridge_rank_alpha10000__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,22361,46397.88816070557,12601.022923046243,25476.91292173083,0.5053944344921768,abs_error
rw_05,ridge_rank_alpha10000__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,22361,46397.88816070557,122258.24025163609,144749.73358665803,0.15538193251013377,sq_error
rw_05,ridge_rank_alpha10000__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,22361,46397.88816070557,3171.020594975397,3723.953270971775,0.14848002532859084,high_error
rw_05,pls_rank_k8__risk_abs_responder6_ridge_rank_score,risk_auxiliary_abs_responder6,22361,46397.88816070557,12581.054609250026,25469.481696128394,0.5060341329536178,abs_responder6
rw_05,pls_rank_k8__risk_sq_responder6_ridge_rank_score,risk_auxiliary_sq_responder6,22361,46397.88816070557,121708.5540640213,144170.61218109913,0.15580191952616695,sq_responder6
rw_05,pls_rank_k8__risk_abs_error_ridge_rank_score,risk_auxiliary_abs_error,22361,46397.88816070557,12632.975208891987,25545.179490479888,0.5054653965692426,abs_error
rw_05,pls_rank_k8__risk_sq_error_ridge_rank_score,risk_auxiliary_sq_error,22361,46397.88816070557,122946.78751006837,145570.86653874317,0.15541625578393792,sq_error
rw_05,pls_rank_k8__risk_high_error_ridge_rank_score,risk_auxiliary_high_error,22361,46397.88816070557,3202.7021301560085,3762.5482717752457,0.14879440772067243,high_error
