baseline_model,residual_feature,residual_transform,alpha,baseline_valid_r2,final_valid_r2,delta_r2
ridge_rank_alpha10000,feature_41,sign,0.0017394453104419914,0.0020924724141028195,0.0021289123708028157,0.00003643995669999622
ridge_rank_alpha10000,feature_13,square_z,0.0003077468187702846,0.0020924724141028195,0.002128859145898221,0.00003638673179540142
ridge_rank_alpha10000,feature_37,signed_tail05,-0.009484764973841478,0.0020924724141028195,0.0021286734711938315,0.00003620105709101207
ridge_rank_alpha10000,feature_15,rank,0.005034228780659576,0.0020924724141028195,0.0021278668149626867,0.000035394400859867226
ridge_rank_alpha10000,feature_57,z,0.002077328972357776,0.0020924724141028195,0.002127167585590395,0.000034695171487575394
ridge_rank_alpha10000,feature_76,square_z,-0.00010912402554274929,0.0020924724141028195,0.002126725312814992,0.00003425289871217263
ridge_rank_alpha10000,feature_02,square_z,-0.001749562435602744,0.0020924724141028195,0.0021265446698816026,0.000034072255778783145
ridge_rank_alpha10000,feature_36,signed_tail05,-0.007504427374330966,0.0020924724141028195,0.0021253536814412888,0.0000328812673384693
ridge_rank_alpha10000,feature_52,signed_tail05,0.017420075366635913,0.0020924724141028195,0.002125205586218426,0.00003273317211560656
ridge_rank_alpha10000,feature_41,z,0.0017923572088885853,0.0020924724141028195,0.0021222867021584157,0.000029814288055596272
ridge_rank_alpha10000,feature_44,abs_z,-0.003871940967054341,0.0020924724141028195,0.002122038628164513,0.000029566214061693685
ridge_rank_alpha10000,feature_28,top05_indicator,-0.01089417562651774,0.0020924724141028195,0.0021218636069019192,0.00002939119279909974
ridge_rank_alpha10000,feature_67,signed_tail05,-0.017913927346590492,0.0020924724141028195,0.002121737165316273,0.00002926475121345362
ridge_rank_alpha10000,feature_48,abs_z,0.001981998561976427,0.0020924724141028195,0.0021208209395544575,0.000028348525451638018
ridge_rank_alpha10000,feature_66,signed_tail05,-0.012741170357439642,0.0020924724141028195,0.0021207623255184993,0.000028289911415679825
ridge_rank_alpha10000,feature_37,z,-0.001380691250652099,0.0020924724141028195,0.002119702321300543,0.000027229907197723335
ridge_rank_alpha10000,feature_71,top05_indicator,0.02754785815732587,0.0020924724141028195,0.0021192321910890044,0.000026759776986184924
ridge_rank_alpha10000,feature_04,positive_indicator,-0.0035969632300710016,0.0020924724141028195,0.002118899795754192,0.000026427381651372706
ridge_rank_alpha10000,feature_62,signed_tail05,0.0021968760442504023,0.0020924724141028195,0.0021185973436786965,0.000026124929575876976
ridge_rank_alpha10000,feature_53,top05_indicator,0.015908107668740495,0.0020924724141028195,0.002117915834512374,0.000025443420409554385
ridge_rank_alpha10000,feature_61,sign,0.0015416577321269054,0.0020924724141028195,0.0021177489581734044,0.000025276544070584883
ridge_rank_alpha10000,feature_28,square_z,-0.0022173987301964543,0.0020924724141028195,0.0021177169288351116,0.000025244514732292167
ridge_rank_alpha10000,feature_29,abs_z,-0.0035523047348009684,0.0020924724141028195,0.0021164328516961595,0.00002396043759333999
ridge_rank_alpha10000,feature_41,abs_z,0.0023723893479939712,0.0020924724141028195,0.0021163489462517893,0.000023876532148969787
ridge_rank_alpha10000,feature_15,signed_tail05,0.014510361714252877,0.0020924724141028195,0.002116064441899379,0.000023592027796559556
ridge_rank_alpha10000,feature_02,top05_indicator,-0.018951186730150015,0.0020924724141028195,0.0021158957319687977,0.000023423317865978177
ridge_rank_alpha10000,feature_63,sign,0.002444012923089242,0.0020924724141028195,0.002115819737137814,0.000023347323034994538
ridge_rank_alpha10000,feature_19,signed_tail05,-0.006726805549226157,0.0020924724141028195,0.0021154333515363,0.00002296093743348049
ridge_rank_alpha10000,feature_47,bottom05_indicator,-0.01290875765206694,0.0020924724141028195,0.002115428242018602,0.000022955827915782656
ridge_rank_alpha10000,feature_18,bottom05_indicator,0.0040580673302744695,0.0020924724141028195,0.0021148036027959227,0.000022331188693103243
ridge_rank_alpha10000,feature_36,z,-0.004678936716198185,0.0020924724141028195,0.0021146829413870583,0.00002221052728423878
ridge_rank_alpha10000,feature_28,abs_z,-0.0027055554616991725,0.0020924724141028195,0.0021145592263535073,0.00002208681225068787
ridge_rank_alpha10000,feature_25,square_z,-0.0006186576551854828,0.0020924724141028195,0.0021143231134417295,0.00002185069933891004
ridge_rank_alpha10000,feature_70,rank,-0.006439707572160324,0.0020924724141028195,0.002114292118962302,0.00002181970485948259
ridge_rank_alpha10000,feature_52,rank,0.0026109258180800014,0.0020924724141028195,0.002114084345896994,0.00002161193179417431
ridge_rank_alpha10000,feature_25,abs_z,-0.0011948481215656168,0.0020924724141028195,0.0021134572754796244,0.000020984861376804886
ridge_rank_alpha10000,feature_53,sign,0.0017359528359133687,0.0020924724141028195,0.002112505480155513,0.000020033066052693727
ridge_rank_alpha10000,feature_62,bottom05_indicator,-0.001631697968436468,0.0020924724141028195,0.002111619874689108,0.000019147460586288467
ridge_rank_alpha10000,feature_16,z,0.0005091585884030748,0.0020924724141028195,0.002111507105230559,0.000019034691127739478
ridge_rank_alpha10000,feature_32,bottom05_indicator,-0.01856738194988127,0.0020924724141028195,0.002111488309423537,0.00001901589532071757
ridge_rank_alpha10000,feature_08,sign,-0.0007873024809373878,0.0020924724141028195,0.002111434992245531,0.000018962578142711628
ridge_rank_alpha10000,feature_57,signed_tail05,0.0016980800805852952,0.0020924724141028195,0.002111434803483858,0.00001896238938103867
ridge_rank_alpha10000,feature_65,rank,-0.0031480510141699506,0.0020924724141028195,0.002111228323352088,0.0000187559092492684
ridge_rank_alpha10000,feature_35,sign,-0.0009822529726893933,0.0020924724141028195,0.0021111779087623628,0.000018705494659543298
ridge_rank_alpha10000,feature_18,square_z,0.00301371606919676,0.0020924724141028195,0.0021108824967813744,0.00001841008267855493
ridge_rank_alpha10000,feature_64,bottom05_indicator,-0.004790440067908963,0.0020924724141028195,0.0021108556239725074,0.00001838320986968789
ridge_rank_alpha10000,feature_50,top05_indicator,0.043120955930688716,0.0020924724141028195,0.002110690769614454,0.00001821835551163442
ridge_rank_alpha10000,feature_29,rank,0.006259235729215618,0.0020924724141028195,0.0021105661029988676,0.00001809368889604812
ridge_rank_alpha10000,feature_74,bottom05_indicator,-0.008812138954427636,0.0020924724141028195,0.0021105551990429072,0.000018082784940087748
ridge_rank_alpha10000,feature_43,bottom05_indicator,-0.02225240527244579,0.0020924724141028195,0.0021104195221144373,0.000017947108011617807
ridge_rank_alpha10000,feature_39,square_z,0.0015027720829603177,0.0020924724141028195,0.0021103132755248,0.000017840861421980492
ridge_rank_alpha10000,feature_57,rank,0.005543744938549932,0.0020924724141028195,0.0021102052696043705,0.000017732855501551015
ridge_rank_alpha10000,feature_40,signed_tail05,0.024581270596378362,0.0020924724141028195,0.0021098357845400484,0.00001736337043722891
ridge_rank_alpha10000,feature_16,abs_z,0.0009782121332412783,0.0020924724141028195,0.002109537435184161,0.00001706502108134167
ridge_rank_alpha10000,feature_15,top05_indicator,0.011712949055412843,0.0020924724141028195,0.0021094602444118316,0.000016987830309012075
ridge_rank_alpha10000,feature_55,sign,0.0022349051934658225,0.0020924724141028195,0.0021093210997816803,0.000016848685678860775
ridge_rank_alpha10000,feature_34,sign,-0.001666372635943967,0.0020924724141028195,0.0021088465629067743,0.000016374148803954824
